"Item","Name","Namespace","Category","Current","Suggested","KnownCost","CostSource","Steps","IngredientCount","RecipeCount","Processes","Candidate","Flags"
"cluttered:potion_shelf","Potion Shelf","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:pumpkin_bookshelf","Jack o'Lantern Bookshelf","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:puzzle_piece_table_blue","Blue Puzzle Piece Table","cluttered","blocked","0",,"90","recipe","2","3","1","recipe","False",""
"cluttered:puzzle_piece_table_green","Green Puzzle Piece Table","cluttered","blocked","0",,"100","recipe","2","3","1","recipe","False",""
"cluttered:puzzle_piece_table_pastel_blue","Pastel Blue Puzzle Piece Table","cluttered","blocked","0",,"104","recipe","2","3","1","recipe","False",""
"cluttered:puzzle_piece_table_pastel_pink","Pastel Pink Puzzle Piece Table","cluttered","blocked","0",,"100","recipe","2","3","1","recipe","False",""
"cluttered:puzzle_piece_table_pastel_purple","Pastel Purple Puzzle Piece Table","cluttered","blocked","0",,"90","recipe","2","3","1","recipe","False",""
"cluttered:puzzle_piece_table_pastel_yellow","Pastel Yellow Puzzle Piece Table","cluttered","blocked","0",,"102","recipe","2","4","1","recipe","False",""
"cluttered:puzzle_piece_table_red","Red Puzzle Piece Table","cluttered","blocked","0",,"88","recipe","2","3","1","recipe","False",""
"cluttered:puzzle_piece_table_yellow","Yellow Puzzle Piece Table","cluttered","blocked","0",,"100","recipe","2","3","1","recipe","False",""
"cluttered:raw_chalcedony","Chalcedony","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:raw_marble","Marble","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:record_player_blue","Blue Record Player","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:record_player_brown","Brown Record Player","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:record_player_pink","Pink Record Player","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:record_player_purple","Purple Record Player","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:record_player_red","Red Record Player","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:record_player_white","White Record Player","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:record_player_yellow","Yellow Record Player","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:red_mushroom_bed","Red Mushroom Bed","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_bookshelf","Red Mushroom Bookshelf","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_button","Red Mushroom Button","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:red_mushroom_cap","Red Mushroom Cap","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:red_mushroom_door","Red Mushroom Door","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:red_mushroom_fence","Red Mushroom Fence","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_fence_gate","Red Mushroom Fence Gate","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_hanging_sign","Red Mushroom Hanging Sign","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_lamp","Red Mushroom Lamp","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:red_mushroom_log","Red Mushroom Stem","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:red_mushroom_planks","Red Mushroom Planks","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:red_mushroom_pressure_plate","Red Mushroom Pressure Plate","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:red_mushroom_sign","Red Mushroom Sign","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_slab","Red Mushroom Slab","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:red_mushroom_stairs","Red Mushroom Stairs","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:red_mushroom_table","Red Mushroom Table","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_trapdoor","Red Mushroom Trapdoor","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:red_mushroom_tv","Red Mushroom TV","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:red_mushroom_wainscoting","Red Mushroom Wainscoting","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_wardrobe","Red Mushroom Wardrobe","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:red_mushroom_window","Red Mushroom Window","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:red_mushroom_window_pane","Red Mushroom Window Pane","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:red_mushroom_wood","Red Mushroom Hyphae","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:retro_cafe_shelf","Retro Cafe Shelf","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:retro_cafe_shelf_window","Retro Cafe Shelf Window","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:retro_fridge_black","Black Retro Fridge","cluttered","blocked","0",,"3260","recipe","3","4","1","recipe","False",""
"cluttered:retro_fridge_blue","Blue Retro Fridge","cluttered","blocked","0",,"3253","recipe","3","4","1","recipe","False",""
"cluttered:retro_fridge_pink","Pink Retro Fridge","cluttered","blocked","0",,"3258","recipe","3","4","1","recipe","False",""
"cluttered:retro_fridge_purple","Purple Retro Fridge","cluttered","blocked","0",,"3253","recipe","3","4","1","recipe","False",""
"cluttered:retro_fridge_red","Red Retro Fridge","cluttered","blocked","0",,"3252","recipe","3","4","1","recipe","False",""
"cluttered:retro_fridge_turquoise","Turquoise Retro Fridge","cluttered","blocked","0",,"3260","recipe","3","4","1","recipe","False",""
"cluttered:retro_fridge_white","White Retro Fridge","cluttered","blocked","0",,"3260","recipe","3","4","1","recipe","False",""
"cluttered:retro_fridge_yellow","Yellow Retro Fridge","cluttered","blocked","0",,"3258","recipe","3","4","1","recipe","False",""
"cluttered:retro_rainbow_wallpaper","Retro Rainbow Wallpaper","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:retro_toaster_black","Black Retro Toaster","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:retro_toaster_blue","Blue Retro Toaster","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:retro_toaster_pink","Pink Retro Toaster","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:retro_toaster_purple","Purple Retro Toaster","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:retro_toaster_red","Red Retro Toaster","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:retro_toaster_turquoise","Turquoise Retro Toaster","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:retro_toaster_white","White Retro Toaster","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:retro_toaster_yellow","Yellow Retro Toaster","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:rialto_gold_wallpaper","Rialto Gold Wallpaper","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:rialto_wallpaper_lower_trim","Rialto Gold Wallpaper Lower Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:rialto_wallpaper_upper_trim","Rialto Gold Wallpaper Upper Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:rito_wooden_books","Rito Books","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:rose_end_table","Rose Endtable","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:rose_end_table_black","Black Rose Endtable","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:rosette_tiles","Rosette Tile","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:rover_mug","Rover Mug","cluttered","blocked","0",,"20","recipe","2","2","1","recipe","False",""
"cluttered:rover_stool","Rover Stool","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:row_of_small_books","Row of Books","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:row_of_small_books_pastel","Row of Pastel Books","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:row_of_small_books_pastel_shelved","Shelf of Pastel Books","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:row_of_small_books_shelved","Shelf of Books","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:rubiks_cube","Rubik's Cube","cluttered","blocked","0",,"40","recipe","4","5","1","recipe","False",""
"cluttered:rubiks_cube_pastel","Pastel Rubik's Cube","cluttered","blocked","0",,"55","recipe","4","5","1","recipe","False",""
"cluttered:safe_novakid","Novakid Safe","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:salt_pepper_shakers","Salt & Pepper","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:sand_seal_plush_blue","Blue Sandseal Plush","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:sand_seal_plush_green","Green Sandseal Plush","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:sand_seal_plush_red","Red Sandseal Plush","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:scattered_papers","Scattered Papers","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:scissors_and_thread","Scissors & Thread","cluttered","blocked","0",,"44","recipe","3","3","1","recipe","False",""
"cluttered:sea_gem_lantern","Sea Gem Lantern","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:seaweed_planter","Seaweed Planter","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:seismic_tiles","Seismic Tile","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:seltzer_cans","Seltzer Cans","cluttered","blocked","0",,"37","recipe","4","4","1","recipe","False",""
"cluttered:sewing_clutter","Sewing Clutter","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:sewing_machine_antique","Antique Sewing Machine","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:sewing_mannequin","Sewing Mannequin","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:sewing_table_with_tablecloth","Sewing Table","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:sketchbook_single","Sketchbook","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:sliced_bread","Sliced Bread","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:small_bookcase","Small Bookcase","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:small_bush","Small Bush","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:small_cauldron_set","Small Cauldron Set","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:small_glass_jars","Small Glass Jars","cluttered","blocked","0",,"8","recipe","1","2","1","recipe","False",""
"cluttered:small_shelf","Small Shelf","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:small_shelf_pink","Small Pink Shelf","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:small_spice_jars","Spice Jars","cluttered","blocked","0",,,"","0","5","1","recipe","False",""
"cluttered:spool_of_thread_green","Green Spool of Thread","cluttered","blocked","0",,"166","recipe","2","3","1","recipe","False",""
"cluttered:spool_of_thread_pink","Pink Spool of Thread","cluttered","blocked","0",,"166","recipe","2","3","1","recipe","False",""
"cluttered:spool_of_thread_purple","Purple Spool of Thread","cluttered","blocked","0",,"161","recipe","2","3","1","recipe","False",""
"cluttered:spool_of_thread_yellow","Yellow Spool of Thread","cluttered","blocked","0",,"166","recipe","2","3","1","recipe","False",""
"cluttered:stack_of_books","Stack of Books","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:stack_of_books_tall","Tall Stack of Books","cluttered","blocked","0",,,"","0","1","1","recipe","False",""
"cluttered:stained_glass_lamp","Stained Glass Lamp","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:starry_wallpaper","Starry Wallpaper","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:starry_wallpaper_lower_trim","Starry Wallpaper Lower Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:starry_wallpaper_upper_trim","Starry Wallpaper Upper Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stars_pendant","Star Pendant","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:steampunk_globe","Steampunk Globe","cluttered","blocked","0",,,"","0","3","1","recipe","False",""
"cluttered:steampunk_lamp","Steampunk Lamp","cluttered","blocked","0",,,"","0","2","1","recipe","False",""
"cluttered:striped_floral_wallpaper","Striped Floral Wallpaper","cluttered","blocked","0",,,"","0","4","1","recipe","False",""
"cluttered:striped_floral_wallpaper_bottom","Striped Floral Wallpaper Lower Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:striped_floral_wallpaper_top","Striped Floral Wallpaper Upper Trim","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_crabapple_log","Stripped Crabapple Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_crabapple_wood","Stripped Crabapple Wood","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_flowering_crabapple_log","Stripped Flowering Crabapple Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_flowering_crabapple_wood","Stripped Flowering Crabapple Wood","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_flowering_poplar_log","Stripped Flowering Poplar Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_flowering_poplar_wood","Stripped Flowering Poplar Wood","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_flowering_willow_log","Stripped Flowering Willow Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_flowering_willow_wood","Stripped Flowering Willow Wood","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_fluorescent_maple_log","Stripped Fluorescent Maple Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_fluorescent_maple_wood","Stripped Fluorescent Maple Wood","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_poplar_log","Stripped Poplar Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_poplar_wood","Stripped Poplar Wood","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_sycamore_log","Stripped Sycamore Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_sycamore_wood","Stripped Sycamore Wood","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_willow_log","Stripped Willow Log","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:stripped_willow_wood","Stripped Willow Wood","cluttered","blocked","0",,,"","0","0","0","","False",""
"cluttered:subway_tiles_green","Green Subway Tiles","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:subway_tiles_pink","Pink Subway Tiles","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
"cluttered:subway_tiles_purple","Purple Subway Tiles","cluttered","blocked","0",,,"","0","1","2","cutting","False",""
